Customer ID,Customer Tenure (years),Deposit Balance ($),Gross Monthly Income ($),BNPL Amount 3m ($),BNPL Amount 6m ($),BNPL Amount 9m ($),BNPL Amount 12m ($),Overdraft History,FICO Score,Current Credit Obligations ($),Payment Timeliness 30+,Payment Timeliness 60+,Payment Timeliness 90+,Debt Write-off,Credit Inquiries,Years Since Bankruptcy,Employment Status,Open Credit Accounts
1450,7,5169.831515414881,1764.93,0,0,0,0,1,723.6877300233136,20230.320082492148,0,0,0,0,0,NA,Employed,9
1451,8,5455.30072194372,3321.14,0,0,0,0,1,758.5475016680281,14902.674000453108,0,0,0,0,0,NA,Employed,10
1452,5,4630.36404776721,1675.2,0,0,0,0,1,747.9964748691785,5261.027096272015,1,1,1,1,0,NA,Employed,2
1453,6,5005.581611912464,3081.57,0,0,0,0,0,709.4237105885397,7750.18582213806,0,0,0,0,1,NA,Employed,4
1454,4,6780.3207320462,5120.27,572.3274721466279,846.7002100974026,1069.9540412612237,389.3658794391632,0,639.3257976156173,5650.967676209639,2,0,2,0,1,NA,Employed,3
1455,3,6877.5832820347405,3031.46,0,0,0,0,0,695.3889973681077,5390.076998779969,1,1,0,0,2,NA,Employed,3
1456,9,3319.114981092837,3427.78,754.8811591580022,620.9072972684597,926.1369397631618,1653.5631789396307,0,649,19474.260148376714,1,1,0,0,0,6,Unemployed,9
1457,3,2701.639681082022,2969.16,0,0,0,0,1,626.3077932402705,21583.768792769304,1,0,0,0,0,NA,Employed,9
1458,1,6083.68421161669,2064.1,0,0,0,0,1,704.9907393950991,8967.538600947157,2,0,0,0,2,NA,Employed,5
1459,3,2681.150608265595,3851.47,0,0,0,0,0,684.199771357408,21429.48097866368,2,0,0,0,0,NA,Employed,10
1460,3,4901.5814874112275,2012.78,596.358123640993,1139.7884292655235,208.5644285682389,1239.8240755128006,0,624.3480490332851,12736.241968653549,1,0,1,1,1,NA,Unemployed,9
1461,5,5710.200669244072,2769.74,0,0,0,0,1,733.542607056733,5325.062417191035,1,0,0,0,0,NA,Employed,3
1462,6,5987.9810718192175,2614.67,0,0,0,0,0,656.2423084072977,21347.809685300464,0,0,0,0,0,NA,Employed,10
1463,5,5672.618319265902,3067.75,728.423064685896,785.4245736994968,404.39067665202685,529.281505593834,0,644.613373721753,6443.901698530494,0,0,1,0,3,NA,Employed,5
1464,2,5158.197243883362,1838.46,138.915797221628,560.986416808939,953.4237350959786,738.0769023553444,2,604.6309069816164,14526.991200332768,1,1,0,1,0,NA,Employed,7
1465,6,6033.625283435726,3700.19,0,0,0,0,4,648.7544649848435,3242.035129541257,0,0,0,0,0,NA,Employed,2
1466,6,7310.171290236866,3417.99,0,0,0,0,0,732.7521992745045,6368.0163132456055,1,0,0,0,1,NA,Employed,3
1467,3,5228.5698796259685,2648.88,0,0,0,0,2,684.2731695965049,16705.14207633966,1,0,0,0,1,NA,Employed,9
1468,3,5879.607327828469,2388.1,0,0,0,0,1,745.0263090060243,3050.919703916704,0,0,0,0,0,NA,Employed,2
1469,4,5449.718965312144,2968.58,0,0,0,0,0,684.760685530931,15575.55250320596,0,0,0,0,0,NA,Student,7
1470,4,7599.159822276143,3471.28,0,0,0,0,0,761.7253555105781,17004.489065867685,0,0,0,0,0,NA,Unemployed,7
1471,7,7816.954965709892,1171.53,0,0,0,0,2,739.5087224989652,4953.173197282146,0,0,0,0,0,NA,Employed,5
1472,3,3602.514694239313,2466.11,0,0,0,0,0,603.4089967513225,2317.480617192261,1,1,1,1,1,NA,Employed,1
1473,5,8963.26997012179,4561.61,617.2893284553863,235.50864919060848,199.65310869307666,1025.6678200576266,1,619.2938597061684,2878.5266298164593,1,1,1,1,4,NA,Student,1
1474,7,7030.518816281868,2522.32,0,0,0,0,0,736.788823037606,8501.781308542322,1,0,0,0,2,NA,Employed,4
1475,3,4590.270861149555,3122.98,0,0,0,0,0,608,4893.628322334729,1,0,0,0,1,6,Employed,3
1476,5,2813.356987114792,3113.44,876.7695215421687,747.0838932190687,1139.6711378492316,368.386329484694,1,425,20199.01382226482,4,1,1,0,1,0,Employed,7
1477,7,5532.228029309047,5003.56,0,0,0,0,0,664.0670444614886,14833.727307597064,0,0,0,0,0,NA,Employed,8
1478,4,8941.089046598949,1696.13,394.2777720674233,550.6293613558969,1491.146636609676,1190.7842488631532,0,652.9408809415215,9637.339810480738,1,1,4,1,0,NA,Unemployed,7
1479,5,5599.765466483344,3193.56,0,0,0,0,0,696.2417764852,8569.884209614507,1,0,0,0,3,NA,Employed,3
1480,7,3786.8932280751123,3801.31,0,0,0,0,0,705.137974118403,6615.755447052591,2,1,1,1,1,NA,Retired,3
1481,3,5834.506698907702,2203.99,0,0,0,0,1,729.1441081891793,6073.278745570496,1,0,0,0,0,NA,Student,3
1482,11,3861.1926411990794,3738.6,0,0,0,0,1,669.6239583573097,1930.4394672189787,0,0,0,0,1,NA,Retired,1
1483,9,4083.1704259440357,2757.95,0,0,0,0,1,737.3156841095479,5616.971219529203,0,0,0,0,1,NA,Employed,2
1484,5,4414.3294673356695,882.23,0,0,0,0,1,689.4308229166409,8646.2263561613,2,0,0,0,0,NA,Employed,3
1485,2,7667.039306610546,3179.74,0,0,0,0,0,631.6925457186207,15752.36819441542,3,2,1,1,3,NA,Employed,6
1486,5,3346.246970136788,3524.36,0,0,0,0,0,648,11905.945210748998,0,0,0,0,0,3,Employed,6
1487,1,3588.2445182594984,2519.62,258.1648641802889,955.6801386678795,472.83337762665656,2213.2670328490885,0,651.0215729426541,19564.976185886328,1,1,0,0,2,NA,Student,9
1488,9,9117.328881104339,1503.98,0,0,0,0,0,691.6740077090827,18317.75205456271,1,1,0,0,1,NA,Employed,9
1489,1,5470.372992914386,3858.46,0,0,0,0,0,697.5747273165352,15502.218796429093,3,1,0,0,1,NA,Employed,9
1490,5,5447.717069840531,3343.07,0,0,0,0,0,710.0440359723015,6790.028604102552,0,0,0,0,0,NA,Unemployed,5
1491,6,3798.3209685038946,3145.12,0,0,0,0,0,666.8814760050058,10391.4307840229,0,0,0,0,3,NA,Employed,5
1492,3,4034.037680439177,3391.52,461.44848805890933,555.6580562386263,676.4316887391846,813.4737133409209,0,623.351298281339,10560.652868638797,2,1,0,0,1,NA,Retired,4
1493,4,2942.48215580414,4034.95,0,0,0,0,1,754.2797865818212,17381.624500120706,1,0,0,0,0,NA,Employed,7
1494,5,6708.997876503267,1777.39,0,0,0,0,0,658.1525413091098,13717.251858010874,0,0,0,0,2,NA,Employed,7
1495,4,7279.774193873673,4079.03,0,0,0,0,0,611.2918195967515,4856.673414298295,1,1,0,0,2,NA,Employed,2
1496,6,5323.184816152942,2322.82,1054.2703526994592,935.2930761003898,1567.5687085123056,650.1972782636324,2,657.5239305134876,5871.47973352816,0,0,1,0,0,NA,Employed,2
1497,5,7302.746982144879,4218.1,0,0,0,0,0,715.3276090476721,17611.89414403053,0,0,0,0,0,NA,Employed,8
1498,6,5699.787550486205,2720.91,516.3184408263501,697.1744678041222,613.3059500445481,1569.7848767948926,0,631.3841126324679,11909.716968424764,2,1,0,1,2,NA,Employed,6
1499,4,4471.6297761637325,1427.95,0,0,0,0,2,710.150949586683,8561.117172249276,1,1,0,0,1,NA,Employed,4
1500,3,2497.6073114824712,3910.71,0,0,0,0,0,645.6764897466144,6998.546166677929,1,1,1,1,0,NA,Employed,5
1501,2,7493.941339012716,1807.46,615.0208476401207,972.9344695424113,513.131998107943,712.5702443410305,2,653.5656443087976,10524.537663610736,0,0,1,1,0,NA,Employed,6
1502,9,3012.4791995402534,1865.41,0,0,0,0,1,670.9490067458304,3560.1821785052534,0,0,0,0,0,NA,Employed,3
1503,1,6336.711333296153,2494.47,451.99848146593786,278.9373993107776,10.41941271349549,551.6900433060428,1,594.3448736827585,2328.1277461581244,1,1,1,1,1,NA,Unemployed,1
1504,8,4746.918071430291,2882.28,0,0,0,0,0,723.4594932482303,14021.18440310683,0,0,0,0,1,NA,Employed,8
1505,4,4448.875054969296,2047.01,0,0,0,0,0,662.5328414892796,20887.062833962776,0,0,0,0,1,NA,Employed,10
1506,6,3260.8180794286363,4183.71,0,0,0,0,2,700.7088031630775,7926.694664967444,1,1,0,0,0,NA,Employed,4
1507,5,2928.1199873095748,2609.62,0,0,0,0,0,709.3303561362588,4050.5070640127246,0,0,0,0,1,NA,Unemployed,2
1508,4,4376.745067882364,4505.55,0,0,0,0,0,704.2578785467813,14774.09114041848,2,2,2,1,1,NA,Retired,6
1509,1,4067.622315249765,3349.42,0,0,0,0,0,702.3937386666587,1821.6079488941105,0,0,0,0,0,NA,Student,1
1510,4,6012.480896246059,3232.13,595.5423758140998,692.0074654436314,1336.7688067597069,849.9844633569869,0,592.88058671959,2915.925517453388,1,1,0,1,0,NA,Employed,3
1511,5,6665.882253646745,4311.06,640.0219728226904,724.9713065618332,1032.632948811572,863.682512245264,0,623.1425754766997,18633.33661917321,0,0,2,0,1,NA,Employed,10
1512,0,4844.981874050873,2125.88,0,0,0,0,2,743.7525525615802,17990.271109993457,0,0,0,0,0,NA,Employed,10
1513,6,9224.989798205783,3685.19,0,0,0,0,0,672.4125227957954,3950.7208762226564,2,2,2,1,1,NA,Employed,2
1514,2,3715.392041797765,3105.11,0,0,0,0,0,621.5085582112572,1767.9599470388475,1,1,0,0,1,NA,Employed,1
1515,8,3229.87891239316,1478.65,0,0,0,0,3,644,17267.43274840192,0,0,0,0,0,4,Employed,9
1516,2,5405.7527265403605,3121,0,0,0,0,0,621.9129029721469,14007.080169039047,2,1,0,0,0,NA,Student,4
1517,5,7009.536168534008,2712.9,0,0,0,0,1,701.6568045973718,4746.414590810229,1,0,0,0,2,NA,Employed,2
1518,3,3278.197660205735,4044.54,0,0,0,0,1,663.5939744521343,10847.68146732499,1,1,1,1,0,NA,Employed,7
1519,5,6194.74549351198,3573.58,551.4057534870516,882.1577892077847,484.34992938615613,1436.866413756558,1,649,4468.607178158313,1,1,1,0,1,4,Retired,3
1520,9,5812.408459133278,975.99,0,0,0,0,0,682,11621.476236463874,0,0,0,0,1,5,Unemployed,8
1521,6,3539.703624298618,1938.57,541.4139459198557,602.1645878803967,1301.4723517302195,1735.0403335011906,1,623.4070723360837,11849.92182530185,1,1,3,1,0,NA,Employed,4
1522,4,6924.042722061415,2591.11,692.9070514927652,759.8619897874012,890.046466617578,1048.6111551294919,1,624.6538140787573,641.7190618182831,1,0,1,0,3,NA,Student,2
1523,5,3742.7008047104255,4098.44,0,0,0,0,0,663.5728031395593,15372.724039993273,0,0,0,0,2,NA,Employed,6
1524,6,4705.535819307661,4276.12,485.6736346356308,879.8142594827796,988.2393425963382,1491.6363132092174,0,589,7797.822125396335,2,2,0,1,1,6,Employed,5
1525,5,5635.891318068633,3640.35,0,0,0,0,0,631.141232393102,14559.748847941926,1,1,0,0,0,NA,Student,10
1526,4,8873.106870699354,1703.42,0,0,0,0,0,723.9849260414032,14419.094057144175,1,0,0,0,0,NA,Student,6
1527,5,2163.499190360436,2730.27,0,0,0,0,1,716.4173859268735,10753.929287927207,0,0,0,0,0,NA,Employed,5
1528,6,2728.275638533169,1939.5,0,0,0,0,0,674,14441.53047863735,1,1,0,0,0,3,Employed,7
1529,7,1874.5066769789578,3383.29,620.8006209993839,652.1880900551533,1612.5423534578579,835.7868307900804,0,599.5180292363118,20571.68450211741,2,2,0,1,0,NA,Employed,7
1530,7,3040.9876679058575,3840.98,0,0,0,0,0,593.4244326548684,3966.8928494955726,4,1,0,0,1,NA,Employed,3
1531,4,4767.777198983227,4866.7,0,0,0,0,0,695.971158218122,5762.124593436508,2,1,1,1,1,NA,Employed,2
1532,8,3272.934959108325,2828.61,0,0,0,0,1,725.0841485319033,20553.984516368404,0,0,0,0,0,NA,Student,9
1533,4,3484.548791050619,3455.07,0,0,0,0,0,610.8549986781804,12611.645475135232,2,2,1,1,1,NA,Employed,7
1534,6,7828.462751213887,1852.25,0,0,0,0,0,602.8266198013089,3528.6442103456684,2,2,2,1,2,NA,Employed,3
1535,3,4386.177798417046,2852.5,620.3933166297253,641.310904983569,516.9781929870437,955.6078061547552,1,654.5774050127081,2421.5387752485585,0,0,1,1,2,NA,Employed,2
1536,10,5312.96970456822,2120.71,248.19174548314015,592.9244335128944,1121.8458864912172,1432.3478080266457,1,641.0076742415309,5582.3879687956505,0,0,1,0,1,NA,Employed,2
1537,3,5772.9120548007295,1583.16,0,0,0,0,0,628.4185159305259,3785.801208322573,0,0,0,0,0,NA,Retired,3
1538,3,1787.8104941979373,3293.78,0,0,0,0,0,626,23483.49948069093,3,1,1,1,1,3,Employed,10
1539,6,0,4360.19,0,0,0,0,0,736.9711271026061,5885.6844687879275,0,0,0,0,0,NA,Employed,3
1540,6,6486.000757561599,3403.07,367.5088014911206,251.75314457382342,581.9873151227275,1820.8075123539338,0,656.1489175964184,17928.445614426106,0,0,0,1,2,NA,Student,10
1541,9,1581.2589701053953,2416.95,0,0,0,0,0,678.1472298398646,5674.474069169808,2,2,2,1,1,NA,Retired,3
1542,7,6194.5732528100025,4582.25,0,0,0,0,0,725.6230847776685,6778.985577551741,0,0,0,0,0,NA,Employed,4
1543,3,5440.739996429738,2819.14,0,0,0,0,0,660.795378456218,4970.202032737739,1,1,0,0,2,NA,Employed,3
1544,4,5116.129795136262,2340.26,0,0,0,0,0,630.4746004715834,6433.793947738607,1,1,0,0,0,NA,Employed,3
1545,4,4726.117997035122,2179.19,511.4036881533829,766.1117627150444,1208.721059484257,721.5701745131057,0,644.2875546401905,18887.39251145239,0,0,0,0,0,NA,Employed,9
1546,7,7789.793364139576,1143,0,0,0,0,0,620.2895199380405,5191.667548211285,2,2,1,1,0,NA,Employed,3
1547,3,4459.567740654925,4452.84,0,0,0,0,0,712.2700336591633,10043.31232912779,1,0,0,0,0,NA,Employed,3
1548,6,5827.97454028262,3636.71,0,0,0,0,0,674.4261403789812,16096.758066245953,0,0,0,0,2,NA,Employed,8
1549,7,4814.1617074038195,1935.38,0,0,0,0,0,733.093804811998,20650.0303389483,1,1,0,0,1,NA,Employed,10
1550,6,6176.350053326276,2537.61,0,0,0,0,2,680.1907786809701,17555.339611670028,2,2,0,0,1,NA,Student,9
1551,4,4296.128624414515,3448.61,503.8958096439073,1481.4974827006963,170.0893392237881,636.0130060324498,0,634.782781188433,2584.786478027549,1,0,0,1,2,NA,Unemployed,1
1552,8,3647.503719260446,3479.98,0,0,0,0,0,631.8879803947605,3699.4951826696074,2,1,0,0,2,NA,Student,4
1553,5,8165.659801109463,1308.58,0,0,0,0,0,634.0294753281808,6967.247935939566,2,0,0,0,0,NA,Retired,2
1554,5,6336.339528081011,3478.04,0,0,0,0,1,722.3002173591161,10224.153257718906,1,1,1,1,3,NA,Employed,6
1555,6,2295.0902395966937,3260.91,0,0,0,0,0,703.1377675458626,14460.282508181313,2,2,1,1,0,NA,Employed,9
1556,6,2908.6660136380774,0,198.91052209911703,946.3211129022209,1075.9635796065263,339.8281755558338,0,628.9134954176233,12632.785678012055,0,0,2,0,2,NA,Retired,7
1557,3,5139.370745516083,2283.51,339.38064836117394,750.3155427430586,1312.0786724865427,1681.2263834724545,2,600.6837532695542,16980.069460763345,1,1,3,1,0,NA,Unemployed,9
1558,4,3381.651013294503,4041.99,0,0,0,0,2,671.2062736392454,4932.593051081449,0,0,0,0,1,NA,Employed,2
1559,5,4438.827817431632,1283.13,447.5823279533562,505.45476253282106,299.70634205794283,2446.8781692223624,0,637.168521096758,8013.2734237165805,1,1,1,1,1,NA,Employed,4
1560,5,7367.908635474942,1897.15,0,0,0,0,0,706.1547067855582,11964.11769839205,1,1,1,1,0,NA,Employed,6
1561,4,4131.348041431144,2561.04,0,0,0,0,1,663.2711876609762,10279.4790345802,1,1,0,0,0,NA,Employed,4
1562,13,4480.113881319365,4350.43,0,0,0,0,1,605.0976460155528,19113.4658705374,2,2,0,0,2,NA,Retired,9
1563,6,5369.11851644353,1842.5,0,0,0,0,1,704.5466762141953,11424.144826975173,0,0,0,0,1,NA,Employed,5
1564,3,2193.9873794620835,3844.07,0,0,0,0,1,676.1781452949273,12332.868604401623,0,0,0,0,4,NA,Employed,7
1565,2,3720.3687407319467,1541.17,0,0,0,0,0,664.6177849801571,2990.109582150852,0,0,0,0,3,NA,Retired,1
1566,6,5847.00611553328,2555.57,0,0,0,0,0,628.9439465378127,17700.989527586076,1,1,0,0,0,NA,Employed,8
1567,2,4088.1720626356164,1340.09,0,0,0,0,1,600,17730.99903206103,0,0,0,0,1,6,Employed,8
1568,12,4028.8976839383263,2739.19,0,0,0,0,0,693.0056293392045,3364.38447978964,0,0,0,0,1,NA,Unemployed,2
1569,7,3462.7033357510886,2503,713.6126521425697,1702.6851695840166,894.1446908215046,848.7830298509253,0,625.771029349415,6673.070388475962,1,1,1,0,0,NA,Employed,3
1570,4,2949.8699209120114,3614.6,0,0,0,0,1,692,16543.228722728665,0,0,0,0,1,6,Employed,8
1571,4,5313.0072367276825,3539.98,0,0,0,0,0,647,6975.336492967539,1,1,1,1,1,6,Retired,4
1572,9,5366.021240639347,3259.6,665.1017804246183,147.81612615081212,1192.2166848890179,532.8253627701355,0,622.9192876003337,2033.7773456118732,1,1,0,1,1,NA,Employed,2
1573,3,5746.86189238036,3560.27,218.19801351994744,625.0958154057987,1208.7052110040347,1331.3019768505617,0,627,16673.519074300864,0,0,1,0,1,3,Unemployed,7
1574,2,6767.825912350869,4555.29,0,0,0,0,0,701.9713080714256,6944.736957935172,2,1,0,0,1,NA,Employed,3
1575,5,4101.313015525769,2934.06,0,0,0,0,1,646.4251679201225,16098.886529392406,2,1,0,0,0,NA,Unemployed,10
1576,6,1094.4413368883934,3305.56,757.930027664555,1071.8095935170688,1177.6337300740045,1001.545707142501,0,635,2683.021116023473,1,1,2,1,0,6,Student,1
1577,4,6119.925379743066,3393.54,0,0,0,0,0,651.4682451625132,8691.651534124388,0,0,0,0,2,NA,Unemployed,4
1578,3,5301.485451586266,3708.52,0,0,0,0,1,709.8640529865992,13656.900255952056,1,0,0,0,2,NA,Employed,7
1579,10,4452.644782037303,3193.52,0,0,0,0,0,704.4496539769875,15075.783032144876,0,0,0,0,0,NA,Employed,10
1580,2,7010.929057345144,1262.61,0,0,0,0,0,673.590268236705,9965.1835939980665,0,0,0,0,0,NA,Employed,6
1581,5,2236.4754984716365,4391.81,0,0,0,0,0,652.7841738081346,1146.8585025096422,1,0,0,0,0,NA,Employed,1
1582,3,5487.785718506463,4579.31,0,0,0,0,0,630.2778547627148,8561.049958648124,1,1,1,1,0,NA,Employed,3
1583,5,5881.658267956969,3615.55,0,0,0,0,1,651.8624774005507,3158.232366014512,0,0,0,0,4,NA,Employed,2
1584,3,7793.4641897333495,3969.32,458.2891650463526,774.2489162927832,1027.3308349039994,1693.4719435539828,1,641.7761120619249,8547.721138626855,0,0,0,0,0,NA,Student,7
1585,7,9910.32495109916,2696.1,0,0,0,0,1,715.3039338243076,16993.011184253934,0,0,0,0,0,NA,Unemployed,8
1586,4,7665.736702786155,3918.44,0,0,0,0,0,718.5211891447663,10632.970464815253,3,1,0,0,0,NA,Employed,5
1587,5,5067.381842932722,2409.83,0,0,0,0,0,628.854449768885,18616.750980982848,1,0,0,0,1,NA,Employed,8
1588,3,6161.606056484548,1948.91,0,0,0,0,0,719.2535598647719,3722.6631389989666,0,0,0,0,1,NA,Unemployed,1
1589,5,8529.75280411272,4248.53,0,0,0,0,0,648.4664317311542,15819.048039285237,1,1,1,1,1,NA,Unemployed,9
1590,5,3946.970147670335,2499.81,0,0,0,0,0,719.5364169869824,5401.095842292403,0,0,0,0,1,NA,Retired,3
1591,3,4441.1323002790805,850.8,0,0,0,0,1,745.285876068598,12688.453321781482,0,0,0,0,0,NA,Employed,6
1592,6,2435.2648386100454,2830.34,619.2922443641065,698.9695649687303,1217.279633880547,1105.8155243501797,1,622.7880393809119,15682.33600938932,1,1,1,1,1,NA,Employed,8
1593,1,2556.3122312331443,2664.92,582.2903278520769,1136.980489719974,964.7470805646986,873.2746757557454,0,657.0311465218757,6078.649599919464,1,0,1,0,0,NA,Employed,4
1594,3,3403.0546569077696,3219.34,0,0,0,0,1,688,13012.104395408118,0,0,0,0,0,6,Employed,7
1595,2,2133.4159878466476,3808.27,0,0,0,0,0,619.304013358897,4659.264145650495,1,0,0,0,1,NA,Employed,2
1596,5,5386.174846277722,3650.23,269.14459591217053,831.313644920056,589.7765032867921,1698.1647024998128,0,636.7078138526858,8876.763622958857,1,0,1,0,1,NA,Employed,4
1597,5,7924.688862524236,1959.23,490.6162900459719,663.5795565077888,485.23051116492246,1527.1873633423875,1,632.7664630820241,18232.41102478399,0,0,2,1,1,NA,Employed,9
1598,1,2702.5553839177646,3734.99,0,0,0,0,1,664.1090424131704,16111.183920589507,0,0,0,0,0,NA,Employed,10
1599,3,718.2775290630925,1813.41,0,0,0,0,1,607.9850809378353,6371.430319091138,2,1,0,0,1,NA,Employed,3
1600,5,5762.349364584419,2604.99,0,0,0,0,0,617.5336419682307,3278.0407150793653,4,2,1,1,2,NA,Unemployed,3
1601,6,3136.7709390968184,2539.47,0,0,0,0,0,634.492254721654,20813.56695946538,3,2,1,1,2,NA,Retired,9
1602,6,2283.961387364147,3103.31,0,0,0,0,0,714.3146922936997,12321.541028936637,1,0,0,0,0,NA,Student,7
1603,7,4644.935875357576,3820.65,0,0,0,0,0,686.450489813607,6884.421800387201,0,0,0,0,1,NA,Unemployed,4
1604,3,6756.118699781962,1636.99,0,0,0,0,0,722.625447919357,8698.970406355369,1,1,0,0,1,NA,Employed,5
1605,5,2596.970418032494,1181.21,674.2844063055729,324.8446462007299,415.8349099467278,1082.4327713108232,1,644.2160166884728,8428.6817447934,1,0,1,1,1,NA,Employed,4
1606,6,4148.49634829353,2664.24,385.68146622129586,359.32192763310655,712.2530366030579,1026.8518409709927,0,655.5384780769095,2447.011792691032,1,1,2,1,0,NA,Employed,1
1607,4,5446.870616029108,3318.14,374.6144734609712,787.916204353857,798.2201777295013,2084.477721333229,1,651.2818359071427,17839.86402831103,0,0,2,0,1,NA,Employed,9
1608,11,5593.400684940467,2838.1,0,0,0,0,2,614.5521271031805,3008.7673686514495,2,1,1,1,1,NA,Unemployed,2
1609,2,3512.5011615450994,2296.6,0,0,0,0,2,707.217334053272,5815.298601158871,1,0,0,0,1,NA,Student,3
1610,5,4338.35344852654,3355.83,0,0,0,0,0,678.8228779039558,290.2895049491947,1,1,0,0,0,NA,Employed,1
1611,4,6021.314170995784,2893.5,0,0,0,0,1,691.9034046579113,5450.389806527002,1,1,0,0,0,NA,Unemployed,3
1612,4,6624.249143484785,2672.24,437.6343650759405,488.4867536460257,1106.4656309630682,1039.5896183032892,2,635.352300489371,16868.97288495045,3,1,1,0,2,NA,Employed,9
1613,4,3557.011972675594,2725.37,0,0,0,0,0,707.802900411786,6606.3882609855145,1,1,0,0,1,NA,Employed,4
1614,12,3246.068349539689,3408.79,0,0,0,0,0,686.9373627805488,10240.12188720228,0,0,0,0,1,NA,Employed,4
1615,6,4337.0481623481155,1186.46,0,0,0,0,0,667.6779812876681,18531.492306867436,0,0,0,0,2,NA,Student,10
1616,7,3336.0267571362365,2781.93,0,0,0,0,1,705.6367154185156,12068.120954115868,0,0,0,0,0,NA,Employed,7
1617,8,9275.0038587800591,2260.56,0,0,0,0,0,715.8272761117887,12126.65775646919,2,1,0,0,0,NA,Student,6
1618,6,11117.439278766346,3259.46,0,0,0,0,1,703.8796270242652,2504.369023242583,0,0,0,0,1,NA,Unemployed,1
1619,6,4813.780855413087,1903.3,313.58799570940914,1191.6901610970792,1288.4164693024115,994.8284644702521,2,619.6593543815239,3091.3623795454723,2,1,0,0,1,NA,Employed,1
1620,9,2299.0480828886402,5239.01,0,0,0,0,1,626.1896960734151,19808.625463990276,2,1,0,0,0,NA,Employed,9
1621,3,6787.5951774669775,2944.86,0,0,0,0,0,674.5805169135601,7628.908156169247,1,1,0,0,0,NA,Unemployed,4
1622,9,4096.029736187083,3527.8,0,0,0,0,0,614.2882858831648,12532.766453583945,2,1,0,0,0,NA,Employed,8
1623,9,3239.5464159442554,2286.7,0,0,0,0,1,673.4018240308942,20023.717510628998,1,0,0,0,0,NA,Employed,10
1624,2,2890.7649349144785,2177.69,251.9843199623664,215.94700012153498,1448.1711698034026,1064.0642636034872,0,625.1339943528194,5505.984024790021,3,2,0,0,0,NA,Employed,2
1625,7,6539.344558716963,3365.79,0,0,0,0,1,661.2851740101545,10222.25746191229,2,1,0,0,0,NA,Employed,5
1626,6,2342.3160979907952,3208.48,0,0,0,0,1,757.4242432013266,19192.763662621135,0,0,0,0,0,NA,Student,8
1627,5,1494.2057950922363,5159.72,0,0,0,0,1,620.9067398556305,6868.188569741443,0,0,0,0,2,NA,Employed,3
1628,4,4090.5209416435528,3151.71,0,0,0,0,0,674.2935664685143,8455.111542003622,1,0,0,0,1,NA,Employed,6
1629,1,5122.5430480576115,2781.2,0,0,0,0,1,663.3722037389123,13545.751690731275,0,0,0,0,2,NA,Employed,7
1630,4,6541.8420966910335,3498.85,0,0,0,0,0,706.9609794909464,17556.479638455094,1,0,0,0,1,NA,Unemployed,6
1631,3,8038.499757948479,2539.09,845.3024400871759,232.24432309723375,1032.4946525084997,1108.8103295722117,0,656,12524.26095094992,0,0,0,1,1,6,Employed,10
1632,3,5335.203700573622,2171.79,0,0,0,0,1,696.832334902262,6184.025872931907,1,1,1,1,2,NA,Employed,4
1633,5,2243.6275494272763,2460.77,0,0,0,0,0,564.0175075715123,17662.70119273242,2,2,1,1,1,NA,Employed,8
1634,1,5759.865548833077,2875.57,0,0,0,0,0,636.6831702628191,16624.36060880367,1,0,0,0,0,NA,Employed,7
1635,7,7112.507711039843,2907.3,0,0,0,0,0,417,11539.670255588375,3,2,1,1,1,0,Unemployed,6
1636,7,3428.7592624635117,2207.97,0,0,0,0,0,664.6679228161306,22244.096411995488,0,0,0,0,0,NA,Employed,8
1637,2,3235.2847877374643,3711.27,0,0,0,0,0,718.6603457394863,4884.477203799435,1,1,1,1,0,NA,Employed,2
1638,3,4963.339006177247,1255.21,0,0,0,0,0,728.1872243646776,10709.71816310741,0,0,0,0,0,NA,Employed,6
1639,14,8079.263775359839,3074.75,0,0,0,0,1,733.4443956816643,1833.9917309445345,0,0,0,0,3,NA,Unemployed,3
1640,8,5858.84690761616,3479.66,0,0,0,0,0,680.0972609376926,4988.916452411646,0,0,0,0,0,NA,Employed,2
1641,0,6397.710239234983,2513.64,0,0,0,0,0,628.1589017737421,19562.047606736316,1,0,0,0,0,NA,Employed,7
1642,6,2263.5825855894154,2221.77,0,0,0,0,0,711.7060623343177,12815.893659386611,1,0,0,0,0,NA,Employed,5
1643,4,7347.146928560852,2901.37,0,0,0,0,0,624.6948753628133,6329.305965482756,2,1,0,0,2,NA,Unemployed,3
1644,1,3186.2118567522566,998.41,0,0,0,0,1,669.3704987129746,7511.753742019637,4,1,1,1,1,NA,Employed,5
1645,4,4649.121785240835,3708.42,643.2183194031461,782.2677063572801,500.4311277528766,556.8049378357962,0,610,3939.7071141904003,0,0,0,1,1,6,Student,3
1646,3,3687.1275346793273,3129.43,0,0,0,0,0,712.4205585808428,3566.670404637036,0,0,0,0,0,NA,Student,2
1647,3,4170.334623482603,1211.21,0,0,0,0,0,716.626363426417,2622.4246096487605,1,1,1,1,1,NA,Employed,2
1648,8,3368.6414292306026,1063.14,0,0,0,0,0,579.1941435016578,18252.484131544137,3,2,0,0,1,NA,Unemployed,8
1649,4,6740.42273714563,3408.6,0,0,0,0,0,731.881159034305,7686.363381077229,1,1,0,0,1,NA,Unemployed,4
1650,4,4243.920693390305,4945.14,0,0,0,0,0,739.3913996009063,13739.659648704288,0,0,0,0,1,NA,Employed,6
1651,7,2898.652488142413,2917.12,0,0,0,0,0,478,7527.882106772417,1,1,1,1,1,0,Employed,3
