Customer ID,Customer Tenure (years),Deposit Balance ($),Gross Monthly Income ($),BNPL Usage 3m,BNPL Usage 6m,BNPL Usage 9m,BNPL Usage 12m,Overdraft History,FICO Score,Current Credit Obligations ($),Payment Timeliness 30+,Payment Timeliness 60+,Payment Timeliness 90+,Debt Write-off,Credit Inquiries,Years Since Bankruptcy,Employment Status,Open Credit Accounts
1941,3,5822.984788482373,2383.99,1,0,0,2,0,654,3963.431856331007,0,0,0,0,0,5,Employed,5
1942,4,1972.0291106959003,2943.35,2,1,3,0,1,738.9259865001975,5760.082531596364,0,0,0,0,0,NA,Employed,6
1943,2,3297.3097046312223,3073.74,0,0,1,0,0,738.4158124260797,1615.5976236870727,1,1,0,0,0,NA,Employed,1
1944,2,3706.6456055280296,4169.32,0,1,1,2,0,714.2152080924249,4308.6586935597725,0,0,0,0,2,NA,Employed,6
1945,6,831.3038512520707,2624.09,1,0,2,1,0,788.9764291905615,6059.108357707346,1,0,0,0,0,NA,Employed,4
1946,3,4260.08774352488,3113.74,2,0,2,1,0,668.4080487796205,2045.505895725216,0,0,0,0,1,NA,Employed,1
1947,9,2293.116392004774,3338.89,0,0,1,1,0,808.7320726053471,6231.130501574129,0,0,0,0,2,NA,Employed,5
1948,2,0,1771.16,1,1,0,0,0,328,6836.993284218548,0,0,0,0,0,0,Employed,7
1949,10,4668.411927271658,1406.27,1,1,0,0,0,332,6496.752699630245,0,0,0,0,1,0,Employed,7
1950,5,6337.426179852304,916.16,0,0,3,3,0,665.0723242304441,7362.029450985318,0,0,0,0,2,NA,Employed,7
1951,6,2615.3191241739983,4545.24,0,2,0,1,0,760.5042249929033,9513.030863742148,0,0,0,0,1,NA,Employed,9
1952,6,3752.2987181905346,2626.17,1,0,0,1,0,638.2851390275439,4522.820331798246,1,1,0,0,2,NA,Employed,5
1953,7,5344.394620318455,4498.69,0,1,1,2,0,729.9479645846138,4454.379787010094,0,0,0,0,1,NA,Retired,5
1954,8,4435.966331771383,2811.05,0,2,1,0,0,698.1678628503806,8400.592327212113,0,0,0,0,0,NA,Retired,6
1955,6,4157.964394810933,4645,0,1,2,2,0,695,4159.742719669819,0,0,0,0,0,5,Employed,6
1956,3,7470.270740962357,3870.98,0,2,0,1,1,680.7850538761986,10773.081172494876,1,1,0,0,0,NA,Employed,10
1957,5,7754.4398161508125,3075.06,0,1,1,2,1,668.8567101245327,6168.1392235577305,0,0,0,0,2,NA,Retired,8
1958,6,4623.481674179887,3434.32,0,0,0,2,1,629.0236709199243,6531.196906552723,0,0,0,0,1,NA,Unemployed,10
1959,0,6185.9136154882235,4264.3,2,0,0,0,0,659,2178.9581212189714,0,0,0,0,0,5,Employed,2
1960,2,4453.273846151462,3685.93,0,0,2,1,0,576,7039.392690312672,0,0,0,0,0,0,Employed,8
1961,7,5287.611588715908,1802.28,0,0,2,1,1,713.4293239335215,1140.6838727452716,1,1,0,0,2,NA,Employed,3
1962,4,3724.7667826459724,2483.09,0,2,0,2,1,649.5190733550451,1734.6821332882462,1,0,0,0,0,NA,Employed,1
1963,4,3153.634696212828,4422.56,1,1,2,2,2,739.4042072899912,5440.279637265973,0,0,0,0,0,NA,Employed,9
1964,6,8050.664709039807,2013.24,0,0,4,2,0,676.3717719600598,361.4433088177949,0,0,0,0,1,NA,Employed,1
1965,7,7482.326496808175,2925.67,0,0,1,2,2,749.4399390357818,3548.732577872077,0,0,0,0,1,NA,Employed,7
1966,2,6081.562802925144,2531.35,0,1,0,2,1,613,2186.447809209415,0,0,0,0,3,3,Employed,3
1967,4,515.1083053924785,2183.99,0,0,4,0,0,729.4721018409266,3311.991924457529,0,0,0,0,2,NA,Unemployed,3
1968,6,3870.4495209240677,2969.95,0,1,0,1,0,792.8955656607827,10045.835850472278,0,0,0,0,1,NA,Employed,10
1969,2,2490.6224252543398,1579.07,0,0,1,1,1,728.3427295300014,-93.90894065917382,1,0,0,0,1,NA,Unemployed,1
1970,4,6288.364642425356,1988.8,0,1,2,1,0,714.1997694832529,6228.204357037675,0,0,0,0,0,NA,Student,6
1971,8,6156.038269224473,2258.7,0,1,0,1,0,649.7545733573105,8143.107458606497,0,0,0,0,0,NA,Unemployed,8
1972,3,3739.392040577387,3709.16,1,0,0,0,1,626.2716645272865,7010.93558972004,1,0,0,0,1,NA,Employed,6
1973,5,7086.0584468871075,2545.72,1,0,1,2,0,715.0292675146943,2691.2674623442977,0,0,0,0,0,NA,Retired,5
1974,3,6738.6232976054425,4363.42,0,1,1,1,2,762.0429367689215,1889.2420614119862,1,0,0,0,0,NA,Unemployed,2
1975,14,3162.5054249345253,2723.69,0,3,2,0,0,783.7397748210881,1042.8791467570998,0,0,0,0,1,NA,Student,1
1976,5,4896.14040621271,3661.83,1,0,1,2,0,655.3230220542665,5555.937486816507,0,0,0,0,0,NA,Employed,5
1977,7,4879.166712842511,2925.35,0,0,1,0,0,761.2835790421016,5868.970537814057,1,0,0,0,1,NA,Employed,7
1978,6,3975.9276732154935,3857.75,0,1,2,1,0,538.6173503875497,2464.5735296260673,0,0,0,0,1,NA,Employed,6
1979,7,3572.7762971039615,2942.07,0,0,1,0,0,710.2840124815641,6657.271390256841,0,0,0,0,1,NA,Unemployed,5
1980,6,5792.7760873439065,4374,1,0,0,4,1,707.0710696329758,3568.038518437572,0,0,0,0,2,NA,Employed,4
1981,7,7603.257017772008,3848.68,0,0,1,1,0,614,6295.201780125798,1,0,0,0,1,3,Employed,5
1982,3,5698.482828267137,3948.53,0,0,0,2,0,649.9260352229102,2018.8599552062237,0,0,0,0,1,NA,Unemployed,2
1983,4,6785.546303025314,5346.76,0,0,1,1,0,747.1052613775003,4727.211084237667,0,0,0,0,3,NA,Employed,7
1984,3,3123.16631809415,4115.06,0,0,1,0,0,682,5213.616681188335,0,0,0,0,0,3,Employed,7
1985,4,3104.6204575987827,5219.36,0,0,0,2,1,785.1141988075575,2959.1670229102465,1,1,1,1,2,NA,Employed,4
1986,3,5824.164300989517,1560.36,1,0,1,1,0,788.0412475861978,3076.083650747927,0,0,0,0,1,NA,Unemployed,4
1987,7,3210.5435651957205,1785.69,1,3,0,3,0,615.8617712338208,4905.4441866236675,1,1,1,1,2,NA,Employed,5
1988,6,5327.165495597974,2293.55,1,0,2,1,1,747.2202961945326,12079.626339657785,0,0,0,0,1,NA,Employed,8
1989,7,2886.37050205025,4203.04,0,0,2,0,1,683.6408330227207,8813.058521977626,0,0,0,0,0,NA,Employed,8
1990,6,4225.703050584943,5198.15,0,2,1,2,0,713.7522765730506,11761.980707393082,0,0,0,0,1,NA,Employed,10
1991,6,2791.6056168837617,3871.09,0,0,1,1,2,710.3883171079905,1758.8670380145213,0,0,0,0,1,NA,Employed,1
1992,10,4638.352439396951,4399.13,1,1,1,0,0,689.3722126116292,5893.450067068811,0,0,0,0,0,NA,Employed,7
1993,3,3823.691591654456,2875.98,0,0,0,0,1,643.2751117672334,7163.1773864738,0,0,0,0,1,NA,Student,8
1994,7,7143.236723482127,2147.74,0,0,1,0,0,736.0284874846523,9137.103072640135,0,0,0,0,2,NA,Employed,9
1995,9,5812.118426981328,1428.59,0,0,0,1,0,683.2845001725643,1704.9179643237806,0,0,0,0,1,NA,Employed,1
1996,4,5007.508596200246,4768.47,1,1,3,2,0,743.4441784263789,4036.1583160467635,0,0,0,0,2,NA,Retired,4
1997,2,3360.2227651920944,3152.89,1,1,0,3,1,703.282581825132,8482.759438180328,0,0,0,0,2,NA,Employed,9
1998,3,5966.568904219404,2658.21,0,1,0,3,0,687.8569897678527,2991.1800836366433,0,0,0,0,1,NA,Unemployed,5
1999,4,5753.314601159434,3021.83,0,1,2,1,0,645,5423.521522270661,0,0,0,0,1,1,Employed,7
2000,9,3794.2768544067767,4035.79,2,1,0,0,1,333,1337.110875194308,0,0,0,0,1,0,Unemployed,1
2001,11,7832.682869716955,3110,1,0,0,1,0,698.155570597135,4780.2744771393145,1,0,0,0,1,NA,Employed,6
2002,4,6114.467970026332,2259.41,1,0,0,0,0,726.8156595994409,6402.240821542975,0,0,0,0,2,NA,Student,6
2003,6,6962.4826264789945,2489.34,0,0,0,2,1,504.8727456023596,3811.054492783679,1,0,0,0,0,NA,Employed,3
2004,8,3827.634281948237,2087.63,1,0,0,2,1,765.5068045398696,8180.149553919187,1,1,1,1,0,NA,Employed,8
2005,7,6878.341151107823,1707.03,0,1,0,2,0,686,10187.143832104284,1,1,1,1,1,3,Employed,9
2006,6,4870.59789449791,3905.11,0,0,0,2,0,665,2407.1932621210244,0,0,0,0,0,3,Employed,2
2007,6,4491.14958606093,3567.47,2,1,1,1,0,706.4138976300335,6588.006153191601,1,1,1,1,0,NA,Employed,9
2008,7,3266.094539269281,4956.45,0,0,2,2,1,662.1767572959258,5493.803581061679,0,0,0,0,0,NA,Employed,7
2009,3,584.886379467076,4403.04,0,0,0,2,0,663.1434766251424,6006.211504893394,0,0,0,0,1,NA,Employed,4
2010,4,3169.131097158961,2748.96,0,0,0,0,0,737.7725072633023,10173.50876914179,0,0,0,0,2,NA,Employed,9
2011,4,4510.0722439736965,2283.92,0,2,1,0,0,708.3057026567268,8006.302921124319,0,0,0,0,0,NA,Employed,6
2012,3,7152.489703440318,4312.96,0,2,1,0,1,715.9400771812867,9269.494413301905,0,0,0,0,4,NA,Employed,9
2013,5,5640.20343558194,2421.77,1,0,1,1,0,642.5681664175639,4256.081895337667,0,0,0,0,1,NA,Unemployed,4
2014,6,5257.549302476858,3884.13,1,0,1,1,0,668.7032114062633,8009.316797582974,0,0,0,0,4,NA,Student,8
2015,0,5215.615197608898,3214.41,0,0,2,5,0,710.3894066001469,2890.7323182662712,0,0,0,0,2,NA,Employed,3
2016,7,5535.036625150155,1509.38,0,0,1,2,0,700,3443.1476673418997,1,0,0,0,0,3,Employed,7
2017,3,5235.721603759897,2780.99,2,2,0,1,1,721.3832781173533,4384.322459928235,0,0,0,0,1,NA,Employed,4
2018,6,3154.5937847672726,4216.9,1,2,1,0,0,756.6081507170181,1595.8340505143947,0,0,0,0,0,NA,Employed,3
2019,7,7648.297793692793,5234.2,0,1,2,0,1,729.4999360142127,368.56564953189036,0,0,0,0,0,NA,Employed,1
2020,9,4332.499170700065,3504.36,0,1,1,1,0,753.3943843359477,1087.6810890851852,0,0,0,0,0,NA,Employed,1
2021,4,8027.402880582133,2524.33,1,1,1,0,1,671.1299625002773,7135.15512769558,1,0,0,0,1,NA,Retired,8
2022,5,2457.2990458396607,3603.41,0,0,4,2,1,728.6842403596434,4149.434767225162,0,0,0,0,0,NA,Retired,6
2023,4,3836.3376058819713,3454.95,1,0,0,0,1,652.1500175246157,6428.828934281572,0,0,0,0,1,NA,Employed,8
2024,3,2746.1161014246827,4298.35,0,0,0,0,1,647.6450391068099,5686.428818264187,0,0,0,0,2,NA,Employed,7
2025,7,4990.368636110137,5094.56,1,2,1,2,0,722.1361914970655,8427.88284498266,0,0,0,0,1,NA,Employed,7
2026,6,4873.209636707841,2319.68,1,1,0,1,0,663.6857923522006,85.85754574168402,0,0,0,0,3,NA,Retired,1
2027,4,6155.931345272069,3159.04,0,0,0,3,0,764.9777919688478,6953.993430960536,1,0,0,0,2,NA,Employed,8
2028,4,6192.028779194873,3334.2,0,2,3,1,1,629.3215921376299,7605.502273521267,0,0,0,0,0,NA,Employed,10
2029,6,5186.232192895205,2204.54,0,0,0,0,0,731.202726008447,640.5272460349831,0,0,0,0,0,NA,Employed,1
2030,7,7944.154183559436,2183.12,1,1,3,0,0,663.266647052402,1856.5926858973178,0,0,0,0,2,NA,Retired,2
2031,2,6321.666987059047,3495.43,0,3,0,2,0,772.6435292216513,7533.814202790469,1,1,0,0,0,NA,Employed,7
2032,4,2783.382289281519,1998.3,0,0,1,1,0,650.0660219840929,8697.88620018894,0,0,0,0,1,NA,Employed,8
2033,2,5328.767008589243,1183.42,1,0,0,1,0,677.8515752932775,3900.439446523248,0,0,0,0,1,NA,Employed,5
2034,3,6736.810232726006,1728.87,0,2,3,1,0,639.132210674171,3086.673511230943,0,0,0,0,1,NA,Employed,3
2035,2,4236.0722274525515,3227.9,0,0,1,5,1,689.2298164708094,11870.692259698111,1,0,0,0,0,NA,Employed,10
2036,2,2742.608504162953,4520.43,0,2,1,1,0,654.4058451988712,2428.7907276964133,0,0,0,0,1,NA,Employed,3
2037,5,7681.89235203576,2887.02,0,0,0,1,0,743.4786836830101,10734.87453696414,0,0,0,0,1,NA,Employed,9
2038,2,4323.268832634919,3300.14,0,0,0,2,0,696.6013482229476,7554.938764641849,0,0,0,0,1,NA,Unemployed,9
2039,4,3891.6511623158276,3477.96,0,0,3,2,1,720.0837739791826,4292.343482935557,1,0,0,0,0,NA,Retired,3
2040,2,4757.753673175244,4346.25,0,0,1,1,0,703.237627679185,1191.2150442844274,0,0,0,0,2,NA,Employed,1
2041,8,4389.673220138067,2639.26,0,2,1,0,0,674.3002923118149,9249.11652100681,0,0,0,0,1,NA,Employed,8
2042,1,6475.487349610983,2005.47,0,2,2,1,2,663.7539476030058,5016.324794997147,0,0,0,0,0,NA,Employed,5
2043,5,5892.368180975286,1365.41,0,0,2,0,1,656.2058583744006,1485.8711073091374,1,0,0,0,1,NA,Employed,1
2044,6,7479.922786481634,2539.05,1,0,1,0,0,678.3031273132999,9979.822812541392,0,0,0,0,0,NA,Employed,9
2045,8,4757.126133211211,2285.83,0,0,2,2,1,627.6915588824323,10027.306916272906,0,0,0,0,1,NA,Employed,9
2046,7,5268.773340161922,3384.94,2,0,1,1,0,744.0123954492548,585.2049313894581,0,0,0,0,0,NA,Unemployed,1
2047,10,3921.8040489311707,3799.31,0,0,1,1,1,706.0788579374741,11811.520149185746,0,0,0,0,2,NA,Employed,10
2048,3,6262.666994477344,3839.94,0,0,0,0,0,746.8771757662379,7562.185236941398,0,0,0,0,1,NA,Employed,6
2049,4,2671.2540405257537,2881.53,1,3,1,0,1,665,2021.9382521042903,0,0,0,0,1,5,Employed,2
2050,4,4977.383066032536,2395.26,0,2,0,4,2,689.5992051865159,670.4418590192781,1,1,0,0,1,NA,Employed,2
2051,6,5777.957010916165,711.95,2,0,0,1,0,714.8127698954785,9840.581047795185,0,0,0,0,0,NA,Employed,6
2052,6,6427.134995542588,3569.89,2,1,2,1,1,682.7349899334041,5724.872182983369,0,0,0,0,1,NA,Employed,5
2053,3,3721.7857244196666,2795.22,0,1,1,0,1,734.0136900061767,8933.794535794337,0,0,0,0,1,NA,Employed,10
2054,7,4314.970934315338,3516.3,0,1,1,2,0,768.4985461775264,9976.82848194734,0,0,0,0,0,NA,Employed,10
2055,7,3992.9047482800506,2235.56,1,0,1,1,0,655,12462.977719927017,0,0,0,0,4,3,Unemployed,10
2056,6,6398.280627216004,4222.97,1,0,2,5,2,663.5738045116327,898.333234412716,0,0,0,0,1,NA,Employed,1
2057,3,6560.550761377421,3639.79,1,3,1,2,0,651.3963009355282,6632.156816739049,0,0,0,0,0,NA,Student,8
2058,6,4309.631806431939,3940.66,0,2,1,2,0,692.3585140642615,5643.764462234489,0,0,0,0,3,NA,Student,5
2059,3,3773.669767743883,0,0,2,3,2,0,645.4355915352229,10481.508726132182,1,1,0,0,0,NA,Employed,10
2060,5,4442.753530835815,4334.79,0,1,1,0,0,648.036136666915,3047.001030131246,0,0,0,0,1,NA,Employed,3
2061,5,1730.9190887006298,3538.43,1,0,2,1,0,648.5867543766217,4768.662527361474,0,0,0,0,0,NA,Employed,5
2062,3,1870.3408593733375,3101.54,0,1,3,1,1,664.1082235540428,2797.185715032129,0,0,0,0,0,NA,Unemployed,5
2063,5,2427.9926111453433,2850.68,1,2,1,3,0,645.9308885481612,5286.610297798316,0,0,0,0,3,NA,Employed,4
2064,5,7159.558377851571,4036.07,1,0,1,0,2,729.2776328180447,9381.454971887946,0,0,0,0,1,NA,Employed,10
2065,5,6575.012434363239,3596.62,1,2,1,2,0,606,1726.9273960395394,0,0,0,0,0,3,Employed,3
2066,7,3213.710665427817,5470.7,2,1,0,0,0,678.0067819861623,8584.08103220714,0,0,0,0,1,NA,Unemployed,9
2067,5,6295.726297965039,2056.74,0,1,1,0,0,697.4481227354186,9209.285372366996,0,0,0,0,1,NA,Employed,8
2068,3,4481.3787607504655,3040.53,2,1,1,1,0,718.2248191854828,8406.32097569766,0,0,0,0,3,NA,Employed,8
2069,4,5817.371562143611,2098.5,1,1,3,1,0,678.4379386649921,11688.632969540811,1,0,0,0,2,NA,Employed,10
2070,7,7414.1771611508475,3135.54,1,0,4,1,0,581.6473092999577,9764.85802925494,1,1,1,1,0,NA,Unemployed,8
2071,5,5445.429631275247,2318.44,1,3,2,1,0,663.0062412931937,7981.358321823645,0,0,0,0,1,NA,Employed,8
2072,6,6593.992829672276,2397.07,0,2,0,0,0,739.0243152557238,6788.089490251913,0,0,0,0,0,NA,Employed,9
2073,9,6562.566061913951,4601.88,0,1,2,5,2,685.832452943936,8490.235749208825,1,1,1,1,1,NA,Unemployed,9
2074,5,7516.5900681211215,2478.96,0,0,1,1,3,688.6445669894558,7430.675623767129,0,0,0,0,1,NA,Employed,10
2075,5,6928.52890275602,2878.13,1,0,1,1,1,641.5489284017309,5630.126043950309,0,0,0,0,2,NA,Employed,8
2076,5,7096.826886670982,3003.46,1,1,1,1,0,654.2382991284454,7510.849267435061,0,0,0,0,0,NA,Retired,10
2077,2,3941.3919886563476,3111.07,0,0,0,3,0,654,8432.832197139003,0,0,0,0,0,3,Unemployed,9
2078,9,4542.061266266557,1387.62,1,0,0,0,0,731.6476574682448,3160.0553064061737,0,0,0,0,1,NA,Employed,4
2079,3,6399.873912340196,3712.6,2,0,1,2,0,721.7121400711846,7996.937221452825,0,0,0,0,0,NA,Employed,10
2080,5,4688.45248187638,2807,0,1,0,3,0,730.0855663862981,5817.61305711997,0,0,0,0,1,NA,Retired,7
2081,3,6623.94531263495,402.59,0,0,2,1,0,733.7179849104956,9002.490006008182,0,0,0,0,1,NA,Employed,9
2082,3,4533.619015682578,2961.99,0,1,0,3,3,632.2746929406921,11838.218238303602,0,0,0,0,2,NA,Retired,10
2083,3,6357.035979592887,3922.32,0,0,1,2,1,721.9275678115933,7526.110437085017,0,0,0,0,3,NA,Unemployed,5
2084,6,1660.1305600573664,4435.42,0,0,1,0,0,703.8635159637998,5021.341465096719,0,0,0,0,0,NA,Retired,9
2085,2,4173.445388415839,4142.43,0,1,0,0,0,495,2603.0687494241733,0,0,0,0,2,0,Employed,4
2086,4,5510.637587778502,3049.34,0,2,0,1,0,708.2840650510623,5082.30481394936,0,0,0,0,1,NA,Employed,6
2087,0,9609.447722504578,3559.46,0,0,2,3,0,750.7094196753949,5708.67589209324,0,0,0,0,0,NA,Employed,6
2088,3,3860.1412590628943,1923.74,1,1,1,1,1,637.6601077788825,4213.73462646879,0,0,0,0,0,NA,Student,4
2089,6,6132.996350937049,2132.59,1,1,1,2,1,672.8445463755343,2673.5051134020046,0,0,0,0,3,NA,Employed,3
2090,1,7635.236170946674,1272.61,1,0,1,0,2,705.3741025501731,9471.2600268748065,0,0,0,0,1,NA,Employed,8
2091,6,3472.9249092658047,3271.47,2,1,1,1,0,669.5305192560967,9773.380646317952,0,0,0,0,0,NA,Unemployed,8
2092,6,1888.8650401835193,3334.83,0,1,1,0,0,658.1734600742949,519.7320589262454,0,0,0,0,2,NA,Employed,1
2093,4,4044.480021242195,3421.74,1,1,2,0,0,691.0680974318848,5430.345590294261,0,0,0,0,0,NA,Employed,4
2094,4,6088.76120212672,2100.33,0,0,2,0,1,677.3921379351741,4408.106237364628,0,0,0,0,2,NA,Employed,4
2095,3,3143.0139666391688,1690.16,1,2,1,1,0,746.3975385385537,2148.1672701289453,0,0,0,0,0,NA,Employed,3
2096,7,3587.0100656237946,2347.82,0,1,2,1,0,682.923755067697,3983.268014400681,1,1,1,1,0,NA,Employed,4
2097,3,6419.001845402788,3938.4,0,0,0,0,1,687.0208650005534,6778.104891994049,0,0,0,0,1,NA,Employed,5
2098,3,4969.588598776311,3028.1,0,0,2,0,0,673.0183037285925,5127.815104181807,0,0,0,0,1,NA,Retired,9
2099,6,7465.639153093658,2585.19,0,0,1,0,0,730.6894415516438,3852.5350639001967,0,0,0,0,1,NA,Unemployed,5
2100,5,1320.4716171077403,1951.72,1,0,0,2,1,712.1799345976949,9754.280071549667,0,0,0,0,0,NA,Employed,10
2101,5,5149.971810636743,3152.32,2,0,0,1,1,636,2834.7578256210127,0,0,0,0,2,6,Employed,2
2102,4,5029.325277650995,3037.74,4,0,1,2,0,687.9571346575175,5112.895977546129,0,0,0,0,1,NA,Employed,4
2103,6,6453.4414228278,2983.75,0,2,1,0,0,685.5454026791696,1384.7961254161019,0,0,0,0,2,NA,Retired,1
2104,6,7614.012688415259,4286.53,0,1,1,1,0,729.1352597933211,2854.7587519262775,0,0,0,0,1,NA,Employed,4
2105,5,6605.295828569166,2918.85,0,0,1,1,1,676.5054893248295,1071.6706883562042,0,0,0,0,1,NA,Employed,2
2106,4,3844.423980899734,3116.9,0,1,0,4,0,601,6448.274624981159,0,0,0,0,2,3,Employed,6
2107,6,5736.197964687246,1726.41,2,1,1,1,0,746.2022979601624,-149.31995911862987,0,0,0,0,2,NA,Employed,1
2108,7,9068.522217133803,3011.96,1,0,0,1,1,636.7269755171233,1147.3233297666475,0,0,0,0,0,NA,Student,1
2109,6,4067.48558547156,3258.77,0,0,1,4,0,734.1741085386781,5536.721702783125,0,0,0,0,1,NA,Employed,5
2110,5,3683.3356163520693,4208.06,0,1,0,0,0,697.7058317891999,8872.480273072202,0,0,0,0,1,NA,Employed,10
2111,6,5962.392373064367,2198.33,1,0,2,0,0,702.5834851353297,10683.515007616375,0,0,0,0,3,NA,Employed,10
2112,10,9831.493572888523,2725.21,1,1,1,2,0,639,7113.661259919861,0,0,0,0,1,3,Employed,7
2113,6,1243.4637634851956,5645.16,0,0,3,2,1,721.8308521722063,6161.922988633993,2,1,1,1,1,NA,Employed,5
2114,12,2638.1859521814863,2157.25,1,1,2,0,0,741.2166633738698,10018.188353613397,0,0,0,0,0,NA,Unemployed,9
2115,9,4263.651028519317,2514.79,0,3,1,0,1,662,3730.249778845753,0,0,0,0,1,3,Unemployed,4
2116,6,3387.9043875066845,2602.47,0,2,1,2,0,693.4551222897888,910.4928492145324,1,0,0,0,1,NA,Retired,1
2117,3,7365.343005864749,3074.93,0,0,1,3,2,663.0955718886418,2604.149475579439,0,0,0,0,3,NA,Unemployed,2
2118,3,4200.068099107324,2663.66,0,0,0,1,0,601.1502505909205,3137.8403175481326,0,0,0,0,0,NA,Employed,3
2119,9,8468.640559973262,3478.42,1,0,2,0,0,727.0127191768801,3307.872336082784,0,0,0,0,1,NA,Employed,6
2120,5,2376.9744659278545,2466.59,0,1,0,2,1,691.4132109907458,12534.220239304494,1,0,0,0,0,NA,Employed,9
2121,4,4870.457116916749,3948.01,0,0,1,4,0,720.7579913819336,6030.659222514384,0,0,0,0,2,NA,Employed,8
2122,4,4776.0159487181145,3229.34,0,0,1,0,0,611,4685.642121308831,0,0,0,0,0,6,Employed,3
2123,5,7487.242004129001,1712.64,1,0,1,0,0,580.3113276815761,3751.7480947962395,1,0,0,0,1,NA,Unemployed,2
2124,8,3135.251350948374,2104.63,0,0,1,0,0,632,1088.6139870755133,0,0,0,0,1,3,Employed,1
2125,5,4282.020241219211,2964.69,1,2,1,1,0,711.2579785804659,6794.549854505586,0,0,0,0,1,NA,Employed,6
2126,8,6057.060081181449,1867.18,1,0,0,0,1,692.1084913669381,9679.282653816255,0,0,0,0,1,NA,Employed,10
2127,4,4005.413233889136,3196.76,1,0,0,1,0,686.7493693841122,5350.690940890791,0,0,0,0,3,NA,Employed,6
2128,4,6978.071024390334,2801.47,0,1,0,0,2,741.5102487686833,6826.075558400027,0,0,0,0,1,NA,Student,7
2129,0,5756.711801878381,3698.82,2,0,0,2,0,748.276964107666,10943.521996464737,0,0,0,0,2,NA,Employed,10
2130,5,6034.862141513548,5119.35,2,1,2,1,0,794.3103276794449,182.9905451753093,0,0,0,0,0,NA,Student,1
2131,4,5166.28837355394,4630.89,1,0,2,0,0,681.6499674048221,4238.046965028281,0,0,0,0,1,NA,Employed,4
2132,3,6682.287364738445,4212.29,0,2,0,0,0,709.1429150467521,4970.45153741208,0,0,0,0,1,NA,Student,7
2133,5,8875.745079137394,2483.43,0,1,0,1,2,684.9903172984164,2813.2938485545287,0,0,0,0,2,NA,Student,4
2134,7,5323.501352101817,3337.49,1,1,0,1,1,723.3354801366083,10938.499945615815,0,0,0,0,0,NA,Employed,8
2135,2,4252.79131038266,4237.37,0,1,1,1,1,629.9909362125021,5706.404904033599,0,0,0,0,1,NA,Retired,6
2136,6,5018.610388107451,1577.62,1,2,1,0,0,726.948137486143,3493.6415184440525,0,0,0,0,1,NA,Employed,3
2137,6,5488.863838418425,3907.25,0,2,3,1,0,706.9282867195525,3596.2741216096165,0,0,0,0,1,NA,Unemployed,3
2138,8,4988.185420536006,2108.44,0,0,1,0,0,715.4859349023399,3989.3131783457084,0,0,0,0,0,NA,Retired,5
2139,4,8762.940280938052,2768.04,1,1,2,2,0,684.0391626006958,1661.403882300609,0,0,0,0,1,NA,Employed,1
2140,3,5358.073835203164,4125.66,1,0,0,1,0,703.7295489354879,10585.914883789761,0,0,0,0,0,NA,Employed,9
2141,8,5314.011218638603,2211.42,0,1,0,2,0,621.3863620827016,7609.245536328566,1,1,1,1,2,NA,Employed,8
2142,6,8945.76628496304,2798.31,0,2,1,1,1,657,8472.449710067856,2,0,0,0,0,5,Employed,10
2143,5,4687.031132523343,1419.62,0,0,0,2,0,665.6535832331449,1381.4601645469713,0,0,0,0,1,NA,Employed,2
2144,4,5437.466763600483,2890.21,0,1,0,0,1,693.7417868238355,6282.0258078354,0,0,0,0,1,NA,Unemployed,9
2145,3,6994.513846767491,4483.78,2,2,1,0,0,672.9820611508812,9554.071131897816,0,0,0,0,1,NA,Employed,9
2146,7,5199.056942958813,2221.03,1,1,3,1,0,775.5053403298369,10146.034843995069,0,0,0,0,2,NA,Employed,10
2147,5,4591.594330740907,2130.01,0,0,0,0,0,653.5100517129022,7508.041610563254,0,0,0,0,1,NA,Unemployed,10
2148,8,4111.677713444217,2471.82,0,1,0,1,0,648,2911.205597682834,0,0,0,0,1,3,Employed,2
2149,5,3465.2664414978226,3650.29,0,1,1,0,1,740.6791695319945,11573.971505522606,0,0,0,0,0,NA,Employed,9
2150,3,7098.774291813427,2389.1,0,1,0,0,0,630,7353.928164573182,1,0,0,0,2,3,Retired,7
2151,7,2708.19185228761,1678.34,0,0,2,2,1,686.0001288640444,11233.522267850554,0,0,0,0,2,NA,Employed,10
2152,6,5271.303937547698,2855.93,2,1,1,1,0,712.1931389913225,5733.3358111601365,0,0,0,0,0,NA,Unemployed,7
2153,4,4387.070457762689,3047.71,0,0,0,1,1,710.2083935159469,5470.165572230604,0,0,0,0,1,NA,Unemployed,5
2154,3,2142.3219700648046,3106.39,0,1,1,2,0,733.092741453522,8489.382903202102,0,0,0,0,1,NA,Employed,9
2155,1,4702.655967411381,3851.24,2,0,2,1,0,701.8317014702245,8758.309606894483,0,0,0,0,0,NA,Unemployed,10
2156,6,7041.922800523661,3827.9,0,0,0,2,0,757.5738483232983,2619.757476642909,0,0,0,0,1,NA,Employed,2
2157,2,5800.94240462874,2673.33,0,0,0,1,0,709.979913353143,1323.5700880272411,0,0,0,0,1,NA,Employed,1
2158,2,3461.8117688915872,2633.77,0,1,2,0,1,669.5809045595713,5714.616531579582,0,0,0,0,1,NA,Employed,6
2159,3,6240.451137523169,2474.47,1,0,0,2,0,597.3650929338285,9383.96977579818,0,0,0,0,1,NA,Retired,10
2160,10,5808.99952039504,2934.11,1,0,0,0,0,651,6584.685459255631,0,0,0,0,4,3,Employed,9
